fid,CD_MUN,NM_MUN,SIGLA,tot_13_22,porcent_13,porcent_22,normal_13_22,tot_13,tot_22,subt_13_22
358,"1707207",Dois Irmãos do Tocantins,TO,3553,67.6611314382212,32.3388685617788,0.353222628764424,2404,1149,1255
359,"1707306",Dueré,TO,2460,63.3333333333333,36.6666666666667,0.266666666666667,1558,902,656
360,"1707405",Esperantina,TO,26303,75.31080104931,24.68919895069,0.506216020986199,19809,6494,13315
361,"1707553",Fátima,TO,13653,80.7954295759174,19.2045704240826,0.615908591518348,11031,2622,8409
362,"1707652",Figueirópolis,TO,3327,50.4358280733393,49.5641719266607,0.00871656146678681,1678,1649,29
363,"1707702",Filadélfia,TO,15204,74.1910023677979,25.8089976322021,0.483820047355959,11280,3924,7356
364,"1708205",Formoso do Araguaia,TO,10148,47.1718565234529,52.8281434765471,-0.0565628695309421,4787,5361,-574
365,"1708254",Tabocão,TO,2234,56.8487018800358,43.1512981199642,0.136974037600716,1270,964,306
366,"1708304",Goianorte,TO,3389,56.1522573030392,43.8477426969608,0.123045146060785,1903,1486,417
367,"1709005",Goiatins,TO,5987,74.2776014698513,25.7223985301487,0.485552029397027,4447,1540,2907
368,"1709302",Guaraí,TO,12508,47.8973456987528,52.1026543012472,-0.0420530860249441,5991,6517,-526
369,"1709500",Gurupi,TO,41971,42.7985990326654,57.2014009673346,-0.144028019346692,17963,24008,-6045
370,"1709807",Ipueiras,TO,22174,80.6124289708668,19.3875710291332,0.612248579417336,17875,4299,13576
371,"1710508",Itacajá,TO,4033,66.1046367468386,33.8953632531614,0.322092734936772,2666,1367,1299
372,"1710706",Itaguatins,TO,3277,68.0805614891669,31.9194385108331,0.361611229783338,2231,1046,1185
373,"1710904",Itapiratins,TO,2448,65.6862745098039,34.3137254901961,0.313725490196078,1608,840,768
374,"1711100",Itaporã do Tocantins,TO,1862,57.7873254564984,42.2126745435016,0.155746509129968,1076,786,290
375,"1711506",Jaú do Tocantins,TO,2092,57.887189292543,42.112810707457,0.15774378585086,1211,881,330
376,"1711803",Juarina,TO,1599,58.5365853658537,41.4634146341463,0.170731707317073,936,663,273
377,"1711902",Lagoa da Confusão,TO,6416,52.1352867830424,47.8647132169576,0.0427057356608479,3345,3071,274
378,"1711951",Lagoa do Tocantins,TO,2274,68.9094107299912,31.0905892700088,0.378188214599824,1567,707,860
379,"1712009",Lajeado,TO,48472,37.171975573527,62.828024426473,-0.25656048852946,18018,30454,-12436
380,"1712157",Lavandeira,TO,1310,66.3358778625954,33.6641221374046,0.326717557251908,869,441,428
381,"1712405",Lizarda,TO,2157,74.2234585071859,25.7765414928141,0.484469170143718,1601,556,1045
382,"1712454",Luzinópolis,TO,1915,64.4386422976501,35.5613577023499,0.288772845953003,1234,681,553
383,"1712504",Marianópolis do Tocantins,TO,2511,57.5069693349263,42.4930306650737,0.150139386698527,1444,1067,377
384,"1712702",Mateiros,TO,1479,68.8302907369845,31.1697092630155,0.376605814739689,1018,461,557
385,"1712801",Maurilândia do Tocantins,TO,2368,77.027027027027,22.972972972973,0.540540540540541,1824,544,1280
386,"1713205",Miracema do Tocantins,TO,10236,63.032434544744,36.967565455256,0.260648690894881,6452,3784,2668
387,"1713304",Miranorte,TO,7251,52.1445317887188,47.8554682112812,0.0428906357743759,3781,3470,311
388,"1713601",Monte do Carmo,TO,3334,66.1667666466707,33.8332333533293,0.323335332933413,2206,1128,1078
389,"1713700",Monte Santo do Tocantins,TO,1802,45.7269700332963,54.2730299667037,-0.0854605993340733,824,978,-154
390,"1713809",Palmeiras do Tocantins,TO,3071,64.0182351025724,35.9817648974275,0.280364702051449,1966,1105,861
391,"1713957",Muricilândia,TO,2064,66.0368217054263,33.9631782945736,0.320736434108527,1363,701,662
392,"1714203",Natividade,TO,13486,53.8039448316773,46.1960551683227,0.076078896633546,7256,6230,1026
393,"1714302",Nazaré,TO,19330,78.8825659596482,21.1174340403518,0.577651319192964,15248,4082,11166
394,"1714880",Nova Olinda,TO,18565,75.4915162941018,24.5084837058982,0.509830325882036,14015,4550,9465
395,"1715002",Nova Rosalândia,TO,2045,49.5843520782396,50.4156479217604,-0.00831295843520785,1014,1031,-17
396,"1715101",Novo Acordo,TO,2846,58.6788475052706,41.3211524947294,0.173576950105411,1670,1176,494
397,"1715150",Novo Alegre,TO,1508,64.3236074270557,35.6763925729443,0.286472148541114,970,538,432
398,"1715259",Novo Jardim,TO,1549,71.5945771465462,28.4054228534538,0.431891542930923,1109,440,669
399,"1715507",Oliveira de Fátima,TO,1139,60.1404741000878,39.8595258999122,0.202809482001756,685,454,231
400,"1715705",Palmeirante,TO,2857,68.8834441722086,31.1165558277914,0.377668883444172,1968,889,1079
401,"1715754",Palmeirópolis,TO,4137,46.8697123519459,53.1302876480541,-0.0626057529610829,1939,2198,-259
402,"1716109",Paraíso do Tocantins,TO,24563,33.7662337662338,66.2337662337662,-0.324675324675325,8294,16269,-7975
403,"1716208",Paranã,TO,5436,79.5621780721118,20.4378219278882,0.591243561442237,4325,1111,3214
404,"1716307",Pau D'Arco,TO,7663,50.5285136369568,49.4714863630432,0.0105702727391362,3872,3791,81
405,"1716505",Pedro Afonso,TO,7297,52.5147320816774,47.4852679183226,0.0502946416335481,3832,3465,367
406,"1716604",Peixe,TO,5112,68.0164319248826,31.9835680751174,0.360328638497653,3477,1635,1842
407,"1716653",Pequizeiro,TO,3237,59.3141797961075,40.6858202038925,0.18628359592215,1920,1317,603
408,"1716703",Colméia,TO,4760,40.6932773109244,59.3067226890756,-0.186134453781513,1937,2823,-886
409,"1717008",Pindorama do Tocantins,TO,2671,62.1115687008611,37.8884312991389,0.242231374017222,1659,1012,647
410,"1717206",Piraquê,TO,1623,61.9839802834258,38.0160197165742,0.239679605668515,1006,617,389
411,"1717503",Pium,TO,4300,52,48,0.04,2236,2064,172
412,"1717800",Ponte Alta do Bom Jesus,TO,2410,70.1659751037344,29.8340248962656,0.403319502074689,1691,719,972
413,"1717909",Ponte Alta do Tocantins,TO,3890,54.0874035989717,45.9125964010283,0.0817480719794344,2104,1786,318
414,"1718006",Porto Alegre do Tocantins,TO,1593,72.9441305712492,27.0558694287508,0.458882611424984,1162,431,731
415,"1718204",Porto Nacional,TO,32113,54.8126926789774,45.1873073210226,0.0962538535795471,17602,14511,3091
416,"1718303",Praia Norte,TO,3989,70.0426171972926,29.9573828027074,0.400852343945851,2794,1195,1599
417,"1718402",Presidente Kennedy,TO,11167,41.3181696068774,58.6818303931226,-0.173636607862452,4614,6553,-1939
418,"1718451",Pugmil,TO,1524,48.6220472440945,51.3779527559055,-0.0275590551181102,741,783,-42
419,"1718501",Recursolândia,TO,2165,74.5958429561201,25.4041570438799,0.491916859122402,1615,550,1065
420,"1718550",Riachinho,TO,6565,66.001523229246,33.998476770754,0.32003046458492,4333,2232,2101
421,"1718659",Rio da Conceição,TO,1443,69.3000693000693,30.6999306999307,0.386001386001386,1000,443,557
422,"1718709",Rio dos Bois,TO,1875,65.0666666666667,34.9333333333333,0.301333333333333,1220,655,565
423,"1718758",Rio Sono,TO,3212,58.2191780821918,41.7808219178082,0.164383561643836,1870,1342,528
424,"1718808",Sampaio,TO,2620,71.2213740458015,28.7786259541985,0.42442748091603,1866,754,1112
425,"1718840",Sandolândia,TO,2502,50.2797761790568,49.7202238209432,0.00559552358113507,1258,1244,14
426,"1718865",Santa Fé do Araguaia,TO,3888,59.3621399176955,40.6378600823045,0.18724279835391,2308,1580,728
427,"1718881",Santa Maria do Tocantins,TO,1890,58.2539682539683,41.7460317460317,0.165079365079365,1101,789,312
428,"1718899",Santa Rita do Tocantins,TO,1542,53.8910505836576,46.1089494163424,0.0778210116731518,831,711,120
429,"1718907",Santa Rosa do Tocantins,TO,3165,72.1642969984202,27.8357030015798,0.443285939968404,2284,881,1403
430,"1719004",Santa Tereza do Tocantins,TO,2241,52.0749665327979,47.9250334672021,0.0414993306559572,1167,1074,93
431,"1720002",Santa Terezinha do Tocantins,TO,1554,66.9240669240669,33.0759330759331,0.338481338481338,1040,514,526
432,"1720101",São Bento do Tocantins,TO,3360,71.7559523809524,28.2440476190476,0.435119047619048,2411,949,1462
433,"1720150",São Félix do Tocantins,TO,1162,73.407917383821,26.592082616179,0.46815834767642,853,309,544
434,"1720200",São Miguel do Tocantins,TO,6180,66.1650485436893,33.8349514563107,0.323300970873786,4089,2091,1998
435,"1720259",São Salvador do Tocantins,TO,1610,72.9192546583851,27.0807453416149,0.458385093167702,1174,436,738
